VIN,ETA,CODE,PLANT,DDA
BBA00000000034197,2021-08-09 21:18:00,G38,DD,CD
BBA00000000016182,2021-08-09 21:19:00,G20,TX,ZZ
BBA00000000034198,2021-08-09 21:19:00,G38,DD,ZZ
BBA00000000016183,2021-08-09 21:20:00,G28,TX,XA
BBA00000000034199,2021-08-09 21:20:00,G38,DD,CD
BBA00000000016184,2021-08-09 21:21:00,G28,TX,CD
BBA00000000034200,2021-08-09 21:21:00,G38,DD,XA
BBA00000000016185,2021-08-09 21:22:00,F49,TX,CD
BBA00000000034201,2021-08-09 21:22:00,G08,DD,CD
BBA00000000016186,2021-08-09 21:23:00,G20,TX,ZZ
BBA00000000034202,2021-08-09 21:23:00,G08,DD,ZZ
BBA00000000016187,2021-08-09 21:24:00,F39,TX,CD
BBA00000000034203,2021-08-09 21:24:00,G38,DD,ZZ
BBA00000000016188,2021-08-09 21:25:00,G20,TX,CD
BBA00000000034204,2021-08-09 21:25:00,G38,DD,CD
BBA00000000016189,2021-08-09 21:26:00,F49,TX,XA
BBA00000000034205,2021-08-09 21:26:00,G38,DD,ZZ
BBA00000000016190,2021-08-09 21:27:00,G28,TX,CD
BBA00000000034206,2021-08-09 21:27:00,G08,DD,ZZ
BBA00000000016191,2021-08-09 21:28:00,F49,TX,CD
BBA00000000034207,2021-08-09 21:28:00,G38,DD,XA
BBA00000000016192,2021-08-09 21:29:00,G28,TX,CD
BBA00000000034208,2021-08-09 21:29:00,G08,DD,ZZ
BBA00000000016193,2021-08-09 21:30:00,G20,TX,ZZ
BBA00000000034209,2021-08-09 21:30:00,G08,DD,CD
BBA00000000016194,2021-08-09 21:31:00,G28,TX,ZZ
BBA00000000034210,2021-08-09 21:31:00,G38,DD,CD
BBA00000000016195,2021-08-09 21:32:00,G28,TX,ZZ
BBA00000000034211,2021-08-09 21:32:00,G08,DD,ZZ
BBA00000000016196,2021-08-09 21:33:00,G28,TX,CD
BBA00000000034212,2021-08-09 21:33:00,G38,DD,CD
BBA00000000016197,2021-08-09 21:34:00,G28,TX,ZZ
BBA00000000034213,2021-08-09 21:34:00,G08,DD,ZZ
BBA00000000016198,2021-08-09 21:35:00,G28,TX,CD
BBA00000000034214,2021-08-09 21:35:00,G38,DD,CD
BBA00000000016199,2021-08-09 21:36:00,G20,TX,CD
BBA00000000034215,2021-08-09 21:36:00,G38,DD,ZZ
BBA00000000016200,2021-08-09 21:37:00,G28,TX,CD
BBA00000000034216,2021-08-09 21:37:00,G08,DD,XA
BBA00000000016201,2021-08-09 21:38:00,F49,TX,CD
BBA00000000034217,2021-08-09 21:38:00,G08,DD,ZZ
BBA00000000016202,2021-08-09 21:39:00,F49,TX,ZZ
BBA00000000034218,2021-08-09 21:39:00,G38,DD,XA
BBA00000000016203,2021-08-09 21:40:00,G28,TX,CD
BBA00000000034219,2021-08-09 21:40:00,G38,DD,CD
BBA00000000016204,2021-08-09 21:41:00,G28,TX,XA
BBA00000000034220,2021-08-09 21:41:00,G38,DD,ZZ
BBA00000000016205,2021-08-09 21:42:00,F39,TX,CD
BBA00000000034221,2021-08-09 21:42:00,G38,DD,CD
BBA00000000016206,2021-08-09 21:43:00,F49,TX,CD
BBA00000000034222,2021-08-09 21:43:00,G08,DD,XA
BBA00000000016207,2021-08-09 21:44:00,F49,TX,ZZ
BBA00000000034223,2021-08-09 21:44:00,G08,DD,CD
BBA00000000016208,2021-08-09 21:45:00,G28,TX,XA
BBA00000000034224,2021-08-09 21:45:00,G38,DD,CD
BBA00000000016209,2021-08-09 21:46:00,F49,TX,CD
BBA00000000034225,2021-08-09 21:46:00,G38,DD,ZZ
BBA00000000016210,2021-08-09 21:47:00,F49,TX,ZZ
BBA00000000034226,2021-08-09 21:47:00,G08,DD,XA
BBA00000000016211,2021-08-09 21:48:00,G28,TX,XA
BBA00000000034227,2021-08-09 21:48:00,G08,DD,CD
BBA00000000016212,2021-08-09 21:49:00,F49,TX,XA
BBA00000000034228,2021-08-09 21:49:00,G08,DD,ZZ
BBA00000000016213,2021-08-09 21:50:00,G20,TX,ZZ
BBA00000000034229,2021-08-09 21:50:00,G08,DD,CD
BBA00000000016214,2021-08-09 21:51:00,G28,TX,CD
BBA00000000034230,2021-08-09 21:51:00,G38,DD,ZZ
BBA00000000016215,2021-08-09 21:52:00,F49,TX,XA
BBA00000000034231,2021-08-09 21:52:00,G38,DD,XA
BBA00000000016216,2021-08-09 21:53:00,G28,TX,CD
BBA00000000034232,2021-08-09 21:53:00,G38,DD,CD
BBA00000000016217,2021-08-09 21:54:00,F49,TX,ZZ
BBA00000000034233,2021-08-09 21:54:00,G38,DD,CD
BBA00000000016218,2021-08-09 21:55:00,G28,TX,CD
BBA00000000034234,2021-08-09 21:55:00,G38,DD,CD
BBA00000000016219,2021-08-09 21:56:00,G28,TX,XA
BBA00000000034235,2021-08-09 21:56:00,G08,DD,XA
BBA00000000016220,2021-08-09 21:57:00,G28,TX,CD
BBA00000000034236,2021-08-09 21:57:00,G38,DD,ZZ
BBA00000000016221,2021-08-09 21:58:00,F52,TX,ZZ
BBA00000000034237,2021-08-09 21:58:00,G38,DD,XA
BBA00000000016222,2021-08-09 21:59:00,F49,TX,CD
BBA00000000034238,2021-08-09 21:59:00,G38,DD,ZZ
BBA00000000016223,2021-08-09 22:00:00,G28,TX,CD
BBA00000000034239,2021-08-09 22:00:00,G38,DD,CD
BBA00000000016224,2021-08-09 22:01:00,G28,TX,XA
BBA00000000034240,2021-08-09 22:01:00,G08,DD,CD
BBA00000000016225,2021-08-09 22:02:00,F49,TX,ZZ
BBA00000000034241,2021-08-09 22:02:00,G38,DD,ZZ
BBA00000000016226,2021-08-09 22:03:00,G28,TX,CD
BBA00000000034242,2021-08-09 22:03:00,G08,DD,ZZ
BBA00000000016227,2021-08-09 22:04:00,G28,TX,CD
BBA00000000034243,2021-08-09 22:04:00,G38,DD,CD
BBA00000000016228,2021-08-09 22:05:00,G28,TX,CD
BBA00000000034244,2021-08-09 22:05:00,G08,DD,CD
BBA00000000016229,2021-08-09 22:06:00,G28,TX,XA
BBA00000000034245,2021-08-09 22:06:00,G08,DD,ZZ
BBA00000000016230,2021-08-09 22:07:00,G28,TX,CD
BBA00000000034246,2021-08-09 22:07:00,G38,DD,ZZ
BBA00000000016231,2021-08-09 22:08:00,G28,TX,ZZ
BBA00000000034247,2021-08-09 22:08:00,G08,DD,CD
BBA00000000016232,2021-08-09 22:09:00,G28,TX,XA
BBA00000000034248,2021-08-09 22:09:00,G38,DD,CD
BBA00000000016233,2021-08-09 22:10:00,G28,TX,CD
BBA00000000034249,2021-08-09 22:10:00,G08,DD,CD
BBA00000000016234,2021-08-09 22:11:00,G20,TX,XA
BBA00000000034250,2021-08-09 22:11:00,G08,DD,CD
BBA00000000016235,2021-08-09 22:12:00,F49,TX,CD
BBA00000000034251,2021-08-09 22:12:00,G38,DD,CD
BBA00000000016236,2021-08-09 22:13:00,F52,TX,CD
BBA00000000034252,2021-08-09 22:13:00,G08,DD,CD
BBA00000000016237,2021-08-09 22:14:00,G20,TX,CD
BBA00000000034253,2021-08-09 22:14:00,G38,DD,CD
BBA00000000016238,2021-08-09 22:15:00,F49,TX,CD
BBA00000000034254,2021-08-09 22:15:00,G08,DD,CD
BBA00000000016239,2021-08-09 22:16:00,F49,TX,CD
BBA00000000034255,2021-08-09 22:16:00,G38,DD,CD
BBA00000000016240,2021-08-09 22:17:00,F39,TX,CD
BBA00000000034256,2021-08-09 22:17:00,G38,DD,XA
BBA00000000016241,2021-08-09 22:18:00,G28,TX,CD
BBA00000000034257,2021-08-09 22:18:00,G08,DD,XA
BBA00000000016242,2021-08-09 22:19:00,G28,TX,ZZ
BBA00000000034258,2021-08-09 22:19:00,G08,DD,XA
BBA00000000016243,2021-08-09 22:20:00,F49,TX,ZZ
BBA00000000034259,2021-08-09 22:20:00,G08,DD,XA
BBA00000000016244,2021-08-09 22:21:00,G28,TX,CD
BBA00000000034260,2021-08-09 22:21:00,G38,DD,XA
BBA00000000016245,2021-08-09 22:22:00,G28,TX,ZZ
BBA00000000034261,2021-08-09 22:22:00,G38,DD,CD
BBA00000000016246,2021-08-09 22:23:00,F49,TX,CD
BBA00000000034262,2021-08-09 22:23:00,G08,DD,XA
BBA00000000016247,2021-08-09 22:24:00,G20,TX,ZZ
BBA00000000034263,2021-08-09 22:24:00,G38,DD,CD
BBA00000000016248,2021-08-09 22:25:00,F52,TX,CD
BBA00000000034264,2021-08-09 22:25:00,G38,DD,XA
BBA00000000016249,2021-08-09 22:26:00,F49,TX,ZZ
BBA00000000034265,2021-08-09 22:26:00,G08,DD,XA
BBA00000000016250,2021-08-09 22:27:00,G28,TX,ZZ
BBA00000000034266,2021-08-09 22:27:00,G08,DD,CD
BBA00000000016251,2021-08-09 22:28:00,F49,TX,CD
BBA00000000034267,2021-08-09 22:28:00,G38,DD,CD
BBA00000000016252,2021-08-09 22:29:00,F49,TX,CD
BBA00000000034268,2021-08-09 22:29:00,G08,DD,CD
BBA00000000016253,2021-08-09 22:30:00,F49,TX,XA
BBA00000000034269,2021-08-09 22:30:00,G08,DD,ZZ
BBA00000000016254,2021-08-09 22:31:00,G28,TX,CD
BBA00000000034270,2021-08-09 22:31:00,G08,DD,ZZ
BBA00000000016255,2021-08-09 22:32:00,F49,TX,ZZ
BBA00000000034271,2021-08-09 22:32:00,G38,DD,ZZ
BBA00000000016256,2021-08-09 22:33:00,G28,TX,CD
BBA00000000034272,2021-08-09 22:33:00,G38,DD,ZZ
BBA00000000016257,2021-08-09 22:34:00,F49,TX,CD
BBA00000000034273,2021-08-09 22:34:00,G08,DD,XA
BBA00000000016258,2021-08-09 22:35:00,F49,TX,CD
BBA00000000034274,2021-08-09 22:35:00,G08,DD,CD
BBA00000000016259,2021-08-09 22:36:00,F49,TX,CD
BBA00000000034275,2021-08-09 22:36:00,G38,DD,ZZ
BBA00000000016260,2021-08-09 22:37:00,G20,TX,ZZ
BBA00000000034276,2021-08-09 22:37:00,G38,DD,XA
BBA00000000016261,2021-08-09 22:38:00,F52,TX,CD
BBA00000000034277,2021-08-09 22:38:00,G38,DD,XA
BBA00000000016262,2021-08-09 22:39:00,G28,TX,CD
BBA00000000034278,2021-08-09 22:39:00,G08,DD,CD
BBA00000000016263,2021-08-09 22:40:00,G20,TX,XA
BBA00000000034279,2021-08-09 22:40:00,G08,DD,CD
BBA00000000016264,2021-08-09 22:41:00,G28,TX,ZZ
BBA00000000034280,2021-08-09 22:41:00,G38,DD,ZZ
BBA00000000016265,2021-08-09 22:42:00,F49,TX,ZZ
BBA00000000034281,2021-08-09 22:42:00,G08,DD,CD
BBA00000000016266,2021-08-09 22:43:00,F49,TX,CD
BBA00000000034282,2021-08-09 22:43:00,G38,DD,CD
BBA00000000016267,2021-08-09 22:44:00,G28,TX,CD
BBA00000000034283,2021-08-09 22:44:00,G38,DD,CD
BBA00000000016268,2021-08-09 22:45:00,G28,TX,CD
BBA00000000034284,2021-08-09 22:45:00,G38,DD,CD
BBA00000000016269,2021-08-09 22:46:00,G28,TX,ZZ
BBA00000000034285,2021-08-09 22:46:00,G08,DD,CD
BBA00000000016270,2021-08-09 22:47:00,G28,TX,XA
BBA00000000034286,2021-08-09 22:47:00,G08,DD,CD
BBA00000000016271,2021-08-09 22:48:00,G28,TX,ZZ
BBA00000000034287,2021-08-09 22:48:00,G38,DD,CD
BBA00000000016272,2021-08-09 22:49:00,G28,TX,CD
BBA00000000034288,2021-08-09 22:49:00,G38,DD,ZZ
BBA00000000016273,2021-08-09 22:50:00,G28,TX,XA
BBA00000000034289,2021-08-09 22:50:00,G08,DD,CD
BBA00000000016274,2021-08-09 22:51:00,F49,TX,XA
BBA00000000034290,2021-08-09 22:51:00,G38,DD,CD
BBA00000000016275,2021-08-09 22:52:00,G28,TX,XA
BBA00000000034291,2021-08-09 22:52:00,G08,DD,XA
BBA00000000016276,2021-08-09 22:53:00,F49,TX,CD
BBA00000000034292,2021-08-09 22:53:00,G08,DD,ZZ
BBA00000000016277,2021-08-09 22:54:00,F49,TX,CD
BBA00000000034293,2021-08-09 22:54:00,G38,DD,ZZ
BBA00000000016278,2021-08-09 22:55:00,F49,TX,CD
BBA00000000034294,2021-08-09 22:55:00,G38,DD,ZZ
BBA00000000016279,2021-08-09 22:56:00,G28,TX,CD
BBA00000000034295,2021-08-09 22:56:00,G38,DD,ZZ
BBA00000000016280,2021-08-09 22:57:00,F49,TX,XA
BBA00000000034296,2021-08-09 22:57:00,G38,DD,XA
BBA00000000016281,2021-08-09 22:58:00,G20,TX,ZZ
BBA00000000034297,2021-08-09 22:58:00,G08,DD,CD
BBA00000000016282,2021-08-09 22:59:00,F52,TX,CD
BBA00000000034298,2021-08-09 22:59:00,G08,DD,XA
BBA00000000016283,2021-08-09 23:00:00,G28,TX,CD
BBA00000000034299,2021-08-09 23:00:00,G08,DD,CD
BBA00000000016284,2021-08-09 23:01:00,G20,TX,CD
BBA00000000034300,2021-08-09 23:01:00,G08,DD,ZZ
BBA00000000016285,2021-08-09 23:02:00,G28,TX,XA
BBA00000000034301,2021-08-09 23:02:00,G38,DD,ZZ
BBA00000000016286,2021-08-09 23:03:00,G28,TX,CD
BBA00000000034302,2021-08-09 23:03:00,G38,DD,CD
BBA00000000016287,2021-08-09 23:04:00,G28,TX,CD
BBA00000000034303,2021-08-09 23:04:00,G38,DD,CD
BBA00000000016288,2021-08-09 23:05:00,F49,TX,ZZ
BBA00000000034304,2021-08-09 23:05:00,G38,DD,ZZ
BBA00000000016289,2021-08-09 23:06:00,F49,TX,CD
BBA00000000034305,2021-08-09 23:06:00,G08,DD,CD
BBA00000000016290,2021-08-09 23:07:00,G28,TX,CD
BBA00000000034306,2021-08-09 23:07:00,G08,DD,CD
BBA00000000016291,2021-08-09 23:08:00,G20,TX,CD
BBA00000000034307,2021-08-09 23:08:00,G38,DD,CD
BBA00000000016292,2021-08-09 23:09:00,G28,TX,ZZ
BBA00000000034308,2021-08-09 23:09:00,G08,DD,CD
BBA00000000016293,2021-08-09 23:10:00,G28,TX,ZZ
BBA00000000034309,2021-08-09 23:10:00,G08,DD,CD
BBA00000000016294,2021-08-09 23:11:00,G28,TX,CD
BBA00000000034310,2021-08-09 23:11:00,G08,DD,CD
BBA00000000016295,2021-08-09 23:12:00,F49,TX,ZZ
BBA00000000034311,2021-08-09 23:12:00,G38,DD,CD
BBA00000000016296,2021-08-09 23:13:00,G28,TX,ZZ
BBA00000000034312,2021-08-09 23:13:00,G08,DD,ZZ
BBA00000000016297,2021-08-09 23:14:00,F49,TX,ZZ
BBA00000000034313,2021-08-09 23:14:00,G38,DD,CD
BBA00000000016298,2021-08-09 23:15:00,G28,TX,CD
BBA00000000034314,2021-08-09 23:15:00,G08,DD,CD
BBA00000000016299,2021-08-09 23:16:00,G28,TX,ZZ
BBA00000000034315,2021-08-09 23:16:00,G38,DD,CD
BBA00000000016300,2021-08-09 23:17:00,G28,TX,ZZ
BBA00000000034316,2021-08-09 23:17:00,G08,DD,CD
BBA00000000016301,2021-08-09 23:18:00,F52,TX,CD
BBA00000000034317,2021-08-09 23:18:00,G38,DD,CD
BBA00000000016302,2021-08-09 23:19:00,G28,TX,ZZ
BBA00000000034318,2021-08-09 23:19:00,G38,DD,CD
BBA00000000016303,2021-08-09 23:20:00,G28,TX,XA
BBA00000000034319,2021-08-09 23:20:00,G38,DD,XA
BBA00000000016304,2021-08-09 23:21:00,F52,TX,CD
BBA00000000034320,2021-08-09 23:21:00,G08,DD,ZZ
BBA00000000016305,2021-08-09 23:22:00,G28,TX,ZZ
BBA00000000034321,2021-08-09 23:22:00,G08,DD,CD
BBA00000000016306,2021-08-09 23:23:00,F52,TX,ZZ
BBA00000000034322,2021-08-09 23:23:00,G08,DD,ZZ
BBA00000000016307,2021-08-09 23:24:00,G28,TX,CD
BBA00000000034323,2021-08-09 23:24:00,G38,DD,CD
BBA00000000016308,2021-08-09 23:25:00,G28,TX,CD
BBA00000000034324,2021-08-09 23:25:00,G38,DD,CD
BBA00000000016309,2021-08-09 23:26:00,F49,TX,CD
BBA00000000034325,2021-08-09 23:26:00,G08,DD,ZZ
BBA00000000016310,2021-08-09 23:27:00,F39,TX,CD
BBA00000000034326,2021-08-09 23:27:00,G38,DD,XA
BBA00000000016311,2021-08-09 23:28:00,F49,TX,XA
BBA00000000034327,2021-08-09 23:28:00,G08,DD,ZZ
BBA00000000016312,2021-08-09 23:29:00,G20,TX,ZZ
BBA00000000034328,2021-08-09 23:29:00,G08,DD,ZZ
BBA00000000016313,2021-08-09 23:30:00,F49,TX,CD
BBA00000000034329,2021-08-09 23:30:00,G38,DD,CD
BBA00000000016314,2021-08-09 23:31:00,G20,TX,CD
BBA00000000034330,2021-08-09 23:31:00,G08,DD,CD
BBA00000000016315,2021-08-09 23:32:00,G28,TX,CD
BBA00000000034331,2021-08-09 23:32:00,G38,DD,ZZ
BBA00000000016316,2021-08-09 23:33:00,G28,TX,CD
BBA00000000034332,2021-08-09 23:33:00,G38,DD,CD
BBA00000000016317,2021-08-09 23:34:00,F49,TX,CD
BBA00000000034333,2021-08-09 23:34:00,G08,DD,CD
BBA00000000016318,2021-08-09 23:35:00,F49,TX,XA
BBA00000000034334,2021-08-09 23:35:00,G38,DD,CD
BBA00000000016319,2021-08-09 23:36:00,G28,TX,CD
BBA00000000034335,2021-08-09 23:36:00,G08,DD,CD
BBA00000000016320,2021-08-09 23:37:00,G28,TX,CD
BBA00000000034336,2021-08-09 23:37:00,G08,DD,XA
BBA00000000016321,2021-08-09 23:38:00,G20,TX,ZZ
BBA00000000034337,2021-08-09 23:38:00,G08,DD,CD
BBA00000000016322,2021-08-09 23:39:00,G28,TX,CD
BBA00000000034338,2021-08-09 23:39:00,G38,DD,CD
BBA00000000016323,2021-08-09 23:40:00,G28,TX,CD
BBA00000000034339,2021-08-09 23:40:00,G08,DD,CD
BBA00000000016324,2021-08-09 23:41:00,F52,TX,XA
BBA00000000034340,2021-08-09 23:41:00,G08,DD,ZZ
BBA00000000016325,2021-08-09 23:42:00,G28,TX,CD
BBA00000000034341,2021-08-09 23:42:00,G38,DD,ZZ
BBA00000000016326,2021-08-09 23:43:00,F39,TX,CD
BBA00000000034342,2021-08-09 23:43:00,G08,DD,CD
BBA00000000016327,2021-08-09 23:44:00,G28,TX,XA
BBA00000000034343,2021-08-09 23:44:00,G38,DD,ZZ
BBA00000000016328,2021-08-09 23:45:00,F39,TX,XA
BBA00000000034344,2021-08-09 23:45:00,G08,DD,CD
BBA00000000016329,2021-08-09 23:46:00,F49,TX,CD
BBA00000000034345,2021-08-09 23:46:00,G38,DD,XA
BBA00000000016330,2021-08-09 23:47:00,G28,TX,CD
BBA00000000034346,2021-08-09 23:47:00,G08,DD,ZZ
BBA00000000016331,2021-08-09 23:48:00,F52,TX,CD
BBA00000000034347,2021-08-09 23:48:00,G08,DD,CD
BBA00000000016332,2021-08-09 23:49:00,G28,TX,CD
BBA00000000034348,2021-08-09 23:49:00,G08,DD,ZZ
BBA00000000016333,2021-08-09 23:50:00,F49,TX,XA
BBA00000000034349,2021-08-09 23:50:00,G38,DD,CD
BBA00000000016334,2021-08-09 23:51:00,F49,TX,CD
BBA00000000034350,2021-08-09 23:51:00,G38,DD,ZZ
BBA00000000016335,2021-08-09 23:52:00,F49,TX,CD
BBA00000000034351,2021-08-09 23:52:00,G38,DD,CD
BBA00000000016336,2021-08-09 23:53:00,F52,TX,CD
BBA00000000034352,2021-08-09 23:53:00,G08,DD,ZZ
BBA00000000016337,2021-08-09 23:54:00,G20,TX,ZZ
BBA00000000034353,2021-08-09 23:54:00,G38,DD,ZZ
BBA00000000016338,2021-08-09 23:55:00,G20,TX,ZZ
BBA00000000034354,2021-08-09 23:55:00,G08,DD,ZZ
BBA00000000016339,2021-08-09 23:56:00,G28,TX,CD
BBA00000000034355,2021-08-09 23:56:00,G38,DD,ZZ
BBA00000000016340,2021-08-09 23:57:00,F49,TX,XA
BBA00000000034356,2021-08-09 23:57:00,G38,DD,ZZ
BBA00000000016341,2021-08-09 23:58:00,F49,TX,XA
BBA00000000034357,2021-08-09 23:58:00,G38,DD,CD
BBA00000000016342,2021-08-09 23:59:00,G20,TX,ZZ
BBA00000000034358,2021-08-09 23:59:00,G08,DD,ZZ
BBA00000000016343,2021-08-10 00:00:00,F52,TX,CD
BBA00000000034359,2021-08-10 00:00:00,G38,DD,XA
BBA00000000016344,2021-08-10 00:01:00,F39,TX,ZZ
BBA00000000034360,2021-08-10 00:01:00,G38,DD,CD
BBA00000000016345,2021-08-10 00:02:00,F49,TX,ZZ
BBA00000000034361,2021-08-10 00:02:00,G38,DD,ZZ
BBA00000000016346,2021-08-10 00:03:00,F52,TX,CD
BBA00000000034362,2021-08-10 00:03:00,G38,DD,ZZ
BBA00000000016347,2021-08-10 00:04:00,G28,TX,XA
BBA00000000034363,2021-08-10 00:04:00,G08,DD,CD
BBA00000000016348,2021-08-10 00:05:00,G28,TX,CD
BBA00000000034364,2021-08-10 00:05:00,G38,DD,CD
BBA00000000016349,2021-08-10 00:06:00,F49,TX,CD
BBA00000000034365,2021-08-10 00:06:00,G08,DD,CD
BBA00000000016350,2021-08-10 00:07:00,G20,TX,CD
BBA00000000034366,2021-08-10 00:07:00,G38,DD,ZZ
BBA00000000016351,2021-08-10 00:08:00,F49,TX,XA
BBA00000000034367,2021-08-10 00:08:00,G08,DD,CD
BBA00000000016352,2021-08-10 00:09:00,G28,TX,CD
BBA00000000034368,2021-08-10 00:09:00,G38,DD,CD
BBA00000000016353,2021-08-10 00:10:00,F52,TX,XA
BBA00000000034369,2021-08-10 00:10:00,G38,DD,CD
BBA00000000016354,2021-08-10 00:11:00,G20,TX,XA
BBA00000000034370,2021-08-10 00:11:00,G08,DD,CD
BBA00000000016355,2021-08-10 00:12:00,F39,TX,ZZ
BBA00000000034371,2021-08-10 00:12:00,G08,DD,ZZ
BBA00000000016356,2021-08-10 00:13:00,G28,TX,ZZ
BBA00000000034372,2021-08-10 00:13:00,G08,DD,XA
BBA00000000016357,2021-08-10 00:14:00,G28,TX,ZZ
BBA00000000034373,2021-08-10 00:14:00,G38,DD,XA
BBA00000000016358,2021-08-10 00:15:00,F52,TX,ZZ
BBA00000000034374,2021-08-10 00:15:00,G08,DD,ZZ
BBA00000000016359,2021-08-10 00:16:00,F49,TX,CD
BBA00000000034375,2021-08-10 00:16:00,G38,DD,ZZ
BBA00000000016360,2021-08-10 00:17:00,F52,TX,ZZ
BBA00000000034376,2021-08-10 00:17:00,G08,DD,ZZ
BBA00000000016361,2021-08-10 00:18:00,G28,TX,ZZ
BBA00000000034377,2021-08-10 00:18:00,G08,DD,CD
BBA00000000016362,2021-08-10 00:19:00,G28,TX,CD
BBA00000000034378,2021-08-10 00:19:00,G38,DD,CD
BBA00000000016363,2021-08-10 00:20:00,G28,TX,ZZ
BBA00000000034379,2021-08-10 00:20:00,G08,DD,ZZ
BBA00000000016364,2021-08-10 00:21:00,G28,TX,CD
BBA00000000034380,2021-08-10 00:21:00,G38,DD,ZZ
BBA00000000016365,2021-08-10 00:22:00,G28,TX,ZZ
BBA00000000034381,2021-08-10 00:22:00,G38,DD,CD
BBA00000000016366,2021-08-10 00:23:00,F49,TX,ZZ
BBA00000000034382,2021-08-10 00:23:00,G38,DD,ZZ
BBA00000000016367,2021-08-10 00:24:00,F49,TX,CD
BBA00000000034383,2021-08-10 00:24:00,G38,DD,CD
BBA00000000016368,2021-08-10 00:25:00,G28,TX,CD
BBA00000000034384,2021-08-10 00:25:00,G08,DD,CD
BBA00000000016369,2021-08-10 00:26:00,G28,TX,CD
BBA00000000034385,2021-08-10 00:26:00,G38,DD,ZZ
BBA00000000016370,2021-08-10 00:27:00,G28,TX,CD
BBA00000000034386,2021-08-10 00:27:00,G38,DD,XA
BBA00000000016371,2021-08-10 00:28:00,G28,TX,CD
BBA00000000034387,2021-08-10 00:28:00,G38,DD,XA
BBA00000000016372,2021-08-10 00:29:00,F49,TX,XA
BBA00000000034388,2021-08-10 00:29:00,G08,DD,XA
BBA00000000016373,2021-08-10 00:30:00,F52,TX,XA
BBA00000000034389,2021-08-10 00:30:00,G08,DD,CD
BBA00000000016374,2021-08-10 00:31:00,F52,TX,XA
BBA00000000034390,2021-08-10 00:31:00,G08,DD,CD
BBA00000000016375,2021-08-10 00:32:00,F49,TX,ZZ
BBA00000000034391,2021-08-10 00:32:00,G08,DD,XA
BBA00000000016376,2021-08-10 00:33:00,G28,TX,XA
BBA00000000034392,2021-08-10 00:33:00,G38,DD,ZZ
BBA00000000016377,2021-08-10 00:34:00,F49,TX,ZZ
BBA00000000034393,2021-08-10 00:34:00,G38,DD,ZZ
BBA00000000016378,2021-08-10 00:35:00,G28,TX,CD
BBA00000000034394,2021-08-10 00:35:00,G38,DD,ZZ
BBA00000000016379,2021-08-10 00:36:00,G28,TX,CD
BBA00000000034395,2021-08-10 00:36:00,G08,DD,XA
BBA00000000016380,2021-08-10 00:37:00,G28,TX,CD
BBA00000000034396,2021-08-10 00:37:00,G38,DD,CD
BBA00000000016381,2021-08-10 00:38:00,G28,TX,CD
BBA00000000034397,2021-08-10 00:38:00,G38,DD,ZZ
BBA00000000016382,2021-08-10 00:39:00,G28,TX,ZZ
BBA00000000034398,2021-08-10 00:39:00,G08,DD,ZZ
BBA00000000016383,2021-08-10 00:40:00,G28,TX,ZZ
BBA00000000034399,2021-08-10 00:40:00,G38,DD,CD
BBA00000000016384,2021-08-10 00:41:00,F49,TX,CD
BBA00000000034400,2021-08-10 00:41:00,G38,DD,ZZ
BBA00000000016385,2021-08-10 00:42:00,F49,TX,CD
BBA00000000034401,2021-08-10 00:42:00,G08,DD,ZZ
BBA00000000016386,2021-08-10 00:43:00,F49,TX,CD
BBA00000000034402,2021-08-10 00:43:00,G38,DD,ZZ
BBA00000000016387,2021-08-10 00:44:00,F49,TX,CD
BBA00000000034403,2021-08-10 00:44:00,G38,DD,ZZ
BBA00000000016388,2021-08-10 00:45:00,G28,TX,CD
BBA00000000034404,2021-08-10 00:45:00,G38,DD,CD
BBA00000000016389,2021-08-10 00:46:00,F49,TX,ZZ
BBA00000000034405,2021-08-10 00:46:00,G38,DD,XA
BBA00000000016390,2021-08-10 00:47:00,G20,TX,XA
BBA00000000034406,2021-08-10 00:47:00,G08,DD,CD
BBA00000000016391,2021-08-10 00:48:00,F49,TX,CD
BBA00000000034407,2021-08-10 00:48:00,G08,DD,CD
BBA00000000016392,2021-08-10 00:49:00,F52,TX,CD
BBA00000000034408,2021-08-10 00:49:00,G08,DD,CD
BBA00000000016393,2021-08-10 00:50:00,G28,TX,ZZ
BBA00000000034409,2021-08-10 00:50:00,G08,DD,XA
BBA00000000016394,2021-08-10 00:51:00,G28,TX,ZZ
BBA00000000034410,2021-08-10 00:51:00,G38,DD,ZZ
BBA00000000016395,2021-08-10 00:52:00,G28,TX,CD
BBA00000000034411,2021-08-10 00:52:00,G38,DD,CD
BBA00000000016396,2021-08-10 00:53:00,G28,TX,ZZ
BBA00000000034412,2021-08-10 00:53:00,G38,DD,ZZ
BBA00000000016397,2021-08-10 00:54:00,G28,TX,CD
BBA00000000034413,2021-08-10 00:54:00,G08,DD,ZZ
BBA00000000016398,2021-08-10 00:55:00,G28,TX,CD
BBA00000000034414,2021-08-10 00:55:00,G08,DD,ZZ
BBA00000000016399,2021-08-10 00:56:00,G28,TX,CD
BBA00000000034415,2021-08-10 00:56:00,G08,DD,ZZ
BBA00000000016400,2021-08-10 00:57:00,G28,TX,ZZ
BBA00000000034416,2021-08-10 00:57:00,G08,DD,CD
BBA00000000016401,2021-08-10 00:58:00,F49,TX,XA
BBA00000000034417,2021-08-10 00:58:00,G38,DD,CD
